	Genome	sum	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
329	Marinobacter_sp_CP1_genomic.fasta	6.9932545833	0	6.3185944284	0	0	0	0	0.6746601549	0	0	0
330	Marinobacter_sp_Hb8_genomic.fasta	2.1543115929	0	0	0	0.4201195048	0.5234925647	0.199560981	0.2472658375	0	0.7638727049	0
331	Marinobacterium_sp_ST58-10_genomic.fasta	8.3526550247	0.8645225401	0.8861062149	0.9919225427	0.897688366	1.1361974679	0.9149223295	1.0766151688	0.6388951864	0.5137601849	0.4320250235
332	Marinomonas_mediterranea_MMB-1_genomic.fasta	38.0965765125	5.2832897517	1.9432766826	4.7436640176	3.8121546855	0.3560975912	3.2828491325	3.3719146249	6.3031652213	4.9401746295	4.0599901757
333	Marinomonas_posidonica_IVIA-Po-181_genomic.fasta	145.0332794778	13.4101072298	13.1185020491	11.2736136265	9.7226232397	26.703030892	17.2379407791	13.4932059229	12.6066837934	19.7521857382	7.7153862071
334	Marinomonas_sp_MWYL1_genomic.fasta	10.7578852019	0	0	0	1.3331988326	0.3555700644	1.6406827381	0.336996811	1.6809896193	3.3804493618	2.0299977747
335	Marinovum_algicola_DG_898_genomic.fasta	1.3728370565	0	0	0	0.1619348217	0.1011388908	0.3886428105	0.1913956901	0.1193146131	0.2949780395	0.1154321908
336	Marivirga_tractuosa_DSM_4126_genomic.fasta	40.8173185777	4.4704756414	8.2624223097	8.3041961115	4.5753519713	1.0676193089	2.4627371116	2.0239805637	2.9428133478	4.6783210683	2.0294011435
337	MC2_S1_contigs.fasta	5.0112871114	0	0.4858206788	0	0.5714283294	0	0.5472794221	0.6745854766	1.2577500791	0.2600459482	1.2143771772
338	MC4_S2_contigs.fasta	7.1271838743	0	1.4544512699	0.5933708394	2.0915386217	0	1.0916068919	0	0.4204311286	0.2598082085	1.2159769143
339	MC7_S3_contigs.fasta	4.6802665505	0	0.9699641656	1.185430448	0.5719282796	0.7119046534	0.8209279621	0	0.4201110418	0	0
340	MC8_S4_contigs.fasta	1.6054174378	0	0	0	0	0	0.2731256601	0	0	0.5200817198	0.8122100579
341	Mehyloceanibacter_caenitepidi_Gela4_genomic.fasta	76.6108439065	2.4367142438	4.8604152159	7.713042907	7.4318876251	22.0707478763	9.300467888	7.7578290581	6.7259166152	1.8192463281	6.494576149
342	Mesorhizobium_sp_B7_genomic.fasta	5.0114043184	0.4063389627	0	0.5933314327	0.3812792489	0.7118758313	0.8209122178	1.0118528059	0.4198702166	0.2598512328	0.4060923697
343	Methanocaldococcus_fervens_AG86_genomic.fasta	1.0660088692	0	0	0	0	0	0.5469503441	0	0	0.5190585251	0
344	Methanocaldococcus_infernus_ME_genomic.fasta	0.8163974416	0	0	0	0	0	0.8163974416	0	0	0	0
345	Methanocaldococcus_jannaschii_DSM_2661_genomic.fasta	5.2194355168	0.810516872	0.9697125398	0.5933469661	0.9531974886	0	0.5461657034	0	0.4204007292	0.5200037013	0.4060915164
346	Methanocaldococcus_sp_FS406-22_genomic.fasta	2.3307742154	0	0.4837770573	0	0	0.353819248	0.8185188172	0.6746590929	0	0	0
347	Methanocaldococcus_sp_JH146_genomic.fasta	1.3060326943	0	0	0	0.3808455937	0	0	0	0	0.5190951238	0.4060919768
348	Methanocaldococcus_vulcanius_M7_genomic.fasta	20.5513748355	1.2167200798	0.9688409968	4.1529796144	2.6656296226	1.0663123575	0.5462787316	3.0294697622	2.099164575	1.5602064552	3.2457726404
349	Methanococcoides_methylutens_MM1_genomic.fasta	2.9197456649	0	0.4856268403	1.7796037562	0.3812790832	0	0.2732359852	0	0	0	0
350	Methanococcus_aeolicus_Nankai-3_genomic.fasta	1.9435954485	0	1.9435954485	0	0	0	0	0	0	0	0
351	Methanococcus_maripaludis_C6_genomic.fasta	1.0662684311	0	0	0	0	1.0662684311	0	0	0	0	0
352	Methanococcus_maripaludis_C7_genomic.fasta	5.4371338555	0.8128132589	0	0	0.3805618	1.4243905466	0.2731355366	1.3465773864	0.4195521508	0.7801031762	0
353	Methanococcus_maripaludis_S2_genomic.fasta	1.712556091	0	0	0	0.3771781754	0	0	0.6704668727	0	0.2588189542	0.4060920887
354	Methanococcus_maripaludis_X1_genomic.fasta	2.6323033519	0	0	0	0.1906391374	0	1.0933590123	1.3483052022	0	0	0
355	Methanococcus_vannielii_SB_genomic.fasta	0.8519658451	0	0	0	0	0	0	0.3318969401	0	0.520068905	0
356	Methanococcus_voltae_A3_genomic.fasta	3.4458378176	0	0	0	0.3799419331	0.7121950766	0	0.6730954747	1.6806053332	0	0
357	Methanoculleus_marisnigri_JR1_genomic.fasta	7.7241445267	5.6896955815	0	0	0	1.4243905215	0.2736372433	0.3364211804	0	0	0
358	Methanohalobium_evestigatum_Z-7303_genomic.fasta	0.8840785576	0	0	0	0	0	0.5467487978	0.3373297598	0	0	0
359	Methanohalophilus_halophilus_strain_Z-7982_genomic.fasta	10.3618301894	0	3.8822398861	1.1861435718	0.9513297346	0	0	0	1.6805745047	1.0382706529	1.6232718393
360	Methanoplanus_petrolearius_DSM_11571_genomic.fasta	1.2828489944	0	0	0	0	0	0.2736371339	1.0092118605	0	0	0
361	Methanopyrus_kandleri_AV19_genomic.fasta	1.4583384957	0	1.4583384957	0	0	0	0	0	0	0	0
362	Methanosarcina_acetivorans_C2A_genomic.fasta	0.9720804668	0	0.9720804668	0	0	0	0	0	0	0	0
363	Methanosarcina_siciliae_C2J_genomic.fasta	0.9481417369	0	0	0	0	0	0.2736374036	0.6745043333	0	0	0
364	Methanosarcina_siciliae_HI350_genomic.fasta	1.1633337489	0	0	0	0	0	0	0.33696335	0.4202779291	0	0.4060924698
365	Methanosarcina_siciliae_T4_M_genomic.fasta	45.8916967393	9.7524449638	2.9157923205	1.7799368179	5.7191903473	6.4077670038	2.7346044162	2.0238482497	6.3060294857	3.380449338	4.8716337964
366	Methanosarcina_sp_MTP4_genomic.fasta	7.3184309324	0.4064068856	0.4860750489	0	2.2860780882	0.7121954358	0.2736539198	1.0105478635	0	0.5191081782	1.6243655124
367	Methanosarcina_sp_WH1_genomic.fasta	2.4867070064	0	0.9711294471	0	0.1896986581	0	0.5461312611	0	0	0.7797476401	0
368	Methanothermococcus_okinawensis_IH1_genomic.fasta	3.7910872178	0	0.9721876461	0	0	0	0.5472739672	1.0104211377	1.2612044668	0	0
369	Methanotorris_igneus_Kol_5_genomic.fasta	3.7165340486	1.2179244072	0.4860942575	0.591971839	0.3812791298	0	0	0	0	1.0392644151	0
370	Methylomonas_methanica_MC09_genomic.fasta	56.650697134	6.0946116561	4.8605359561	6.5268292818	9.528596416	2.8476315413	4.9223793184	4.0475251609	6.3052979186	6.2380868392	5.2792030456
371	Methylophaga_sp_JAM1_genomic.fasta	1.359710531	0	0	0	0.7625583643	0	0	0.3371177155	0	0.2600344512	0
372	Methylophaga_sp_JAM7_genomic.fasta	1.796609904	0.4052586775	0.9721883764	0	0	0	0	0	0.4191628501	0	0
373	Methylophilales_bacterium_MBRSF5_genomic.fasta	4.2987453018	2.0320330546	0.9717565405	0	0.7622311823	0	0.2731982423	0	0	0.2595262821	0
374	Methylophilales_bacterium_MBRSG12_genomic.fasta	20.3346490916	0.4058471414	0.4860936169	1.1862515079	4.3822122777	5.3325379648	0.8203065865	1.684727298	1.2598090524	2.3403098093	2.4365538367
375	Methylophilales_bacterium_MBRSH7_genomic.fasta	21.5374628757	1.6256262538	0	1.1854184314	1.5210520325	1.0650409569	0.8202841925	0	5.03916738	3.3804274713	6.9004461573
376	Microbacterium_sp_LKL04_genomic.fasta	6.3180070387	0	6.3180070387	0	0	0	0	0	0	0	0
377	Micromonospora_krabiensis_strain_DSM_45344_genomic.fasta	3.6014460541	0.1972131097	0	1.0082380673	0.2774933818	0.8643983277	0.1991293371	0.3274026448	0.3057566398	0.1260219491	0.2957925968
378	Mollicutes_bacterium_Candidatus_Izimaplasma_HR1_genomic.fasta	44.3489303449	0.8128135087	9.2355338909	5.9330086824	3.8076307688	1.7755906099	7.1109501282	3.7083555114	5.0448216248	2.8596535117	4.0605721081
379	Moorea_producens_JHB_genomic.fasta	8.2251572869	0	0.9714642798	0	0.5717215691	0.7119134802	2.1884910478	1.3490109075	0.8405842704	0.7797973396	0.8121743925
380	Moorea_producens_PAL-8-15-08-1_genomic.fasta	0.5332438874	0	0	0	0	0	0.2734797408	0	0	0.2597641466	0
381	Moritella_viscosa_06_09_139_genomic.fasta	5.3238498702	2.0319770946	0.4860943975	1.1866945165	0.7623417007	0	0	0.3368983842	0	0.5198437767	0
382	MR17-77_S9_contigs.fasta	1.2874096924	0	0.4861092229	0	0.1906329598	0	0.2733442573	0.3373232524	0	0	0
383	MR4-25-1B_S2_contigs.fasta	9.666388933	1.2174741716	1.4566235383	1.7782354612	0.9508318384	1.4224047318	0.8204706111	0.6742617663	0.4203454676	0.5198700313	0.4058713154
384	MR4-25-2A-1A_S4_contigs.fasta	2.1749987665	0	0.9708870773	0.5933592735	0.1904145664	0	0	0	0.4203378493	0	0
385	MR4-25-2B_S6_contigs.fasta	22.1948795659	2.0303127973	0	1.1853243132	1.1424208435	4.9808381362	1.0929534971	4.0447318181	2.100424856	1.5592125464	4.0586607581
386	MR4-64-2_S7_contigs.fasta	0.8755148355	0	0	0	0	0.3554495007	0	0	0	0.5200653348	0
387	MR4-96-1_S3_contigs.fasta	2.0868082722	0	0	0	0	0	0.2736478222	0.3370969298	0	0.2599665437	1.2160969765
388	MR4-96-2A_S5_contigs.fasta	3.6105058577	0	0	0.5933106772	0.3810707522	0.7122022684	0.5472718474	0.3373359724	0	1.0393143401	0
389	Muricauda_lutaonensis_strain_CC-HSB-11_genomic.fasta	11.8919652073	0	0.4853533317	3.5585078766	4.7659913996	0.3556962489	0.5465567792	0.6738814266	0.8401919823	0.2600343284	0.405751834
390	Muricauda_ruestringensis_DSM_13258_genomic.fasta	9.2464169094	0	0	0	1.9060447015	1.424168552	1.0942230983	1.3490399157	0.840698174	1.8201738851	0.8120685828
391	Mv130624_S1_contigs.fasta	13.8062591082	2.8346836662	2.9059527324	2.3684077808	1.329749603	1.063371138	0.5465157986	0.6743072372	1.6771495956	0	0.4061215564
392	Mv2528_S2_contigs.fasta	8.1399993594	2.0283559905	0.486118067	0	1.3311118916	1.420939109	0.5463540229	0.6744696535	0.840810591	0	0.8118400339
393	Mv3632_S3_contigs.fasta	25.7219955009	2.5017015695	1.2785687261	1.5633010526	2.1778530467	2.8133633688	0.9602125281	2.3724342647	2.5896531588	4.1158135825	5.3490942031
394	Mv5450_S4_contigs.fasta	8.4061932686	0	1.4445871594	0.5930345998	0.9428415198	1.7680592062	1.6299917036	0.9999245781	0	1.0277545017	0
395	MvHd14_S5_contigs.fasta	5.5486210795	0.4064163042	0.4857222517	0.5927403057	1.3281805083	0.7119237633	0.2736300619	1.3441466814	0	0	0.405861203
396	MvHd15_S6_contigs.fasta	0.9675564669	0	0.9675564669	0	0	0	0	0	0	0	0
397	MvHd17_S7_contigs.fasta	2.7386129847	0	0.4858223695	0.592919474	0.1903468762	0.7121952852	0	0.3370503694	0.4202786104	0	0
398	Mycobacterium_chelonae_CCUG_47445_genomic.fasta	2.3105418526	0	1.4582833812	0.5922240129	0	0	0	0	0	0.2600344585	0
399	Mycobacterium_chubuense_NBB4_genomic.fasta	1.0722978262	0.8122635344	0	0	0	0	0	0	0	0.2600342918	0
400	Mycobacterium_rhodesiae_NBB3_genomic.fasta	0.4506741234	0	0	0	0.1906395833	0	0	0	0	0.2600345401	0
401	Myroides_profundi_D25_genomic.fasta	2.1690518103	0	0.4860514179	0.5924788444	0.5715354893	0	0	0	0	0.5189860587	0
402	Myxococcus_fulvus_HW-1_genomic.fasta	5.3213498965	0	0	0	0.5717887768	0.3558121346	0.8207361416	1.0119905451	1.261205914	1.2998163844	0
403	Nanoarchaeum_equitans_Kin4-M_genomic.fasta	25.543498898	4.4659615471	3.3926043929	2.3733860815	3.9928720721	1.0671540847	1.9041936417	1.6865972955	1.2612032122	3.3694707121	2.0300558582
404	Nanohaloarchaea_archaeon_SG9_genomic.fasta	11.8533169435	2.4371758711	2.9165643788	0.5929419127	1.525116331	0	0.2732092171	0.3365648258	1.2576268914	1.2960132311	1.2181042845
405	Nautilia_profundicola_AmH_genomic.fasta	2.9481993147	0.4039118492	0.4828222817	0	0.7610705988	0.3548067488	0.2724073859	0.6731804503	0	0	0
406	Neorickettsia_helminthoeca_str_Oregon_genomic.fasta	2.214844956	0	1.4581812712	0	0	0	0	0.3373296405	0.4193340443	0	0
407	Nitratifractor_salsuginis_DSM_16511_genomic.fasta	5.4574484386	0	0.9717834697	0.5925152502	0.5719188154	0.3557683247	1.0925166779	0.6742347305	0.4194845442	0.779226626	0
408	Nitratiruptor_sp_SB155-2_genomic.fasta	4.6026309793	2.0281005915	0.4847944441	0.5922930117	0.5719552146	0	0	0	0	0.5200688843	0.4054188331
409	Nitrosococcus_halophilus_Nc_4_genomic.fasta	721.0870712364	141.8331789	82.148327934	99.6821247203	74.5293772817	24.9268434485	35.2967702154	37.7794218506	75.6588299265	103.7500601289	45.4821368305
410	Nitrosococcus_oceani_ATCC_19707_genomic.fasta	137.7022877184	46.3303850076	19.9281672474	27.2936499464	17.3392856332	1.0678570131	1.6413365049	1.6863265563	7.1407984755	10.4013713931	4.8731099409
411	Nitrosopumilus_maritimus_SCM1_genomic.fasta	3.2210033672	0	0	0	0.1906391695	0.3560975165	0.819105187	0.3373296622	1.2604086892	0.2574231428	0
412	NML_S2_contigs.fasta	4.9143295974	0.4064523286	0	0.5934237041	1.1328846428	0.7122121927	0.5472044084	0.3373456714	0	0.7794356152	0.4053710342
413	Nocardia_seriolae_strain_EM150506_genomic.fasta	0.9854626138	0	0	0	0	0.7119470736	0.2735155402	0	0	0	0
414	Nocardiopsis_dassonvillei_strain_NOCA502F_genomic.fasta	1.8919115831	0.8124690795	0.4860944793	0.5933480243	0	0	0	0	0	0	0
415	Nodularia_spumigena_CCY9414_genomic.fasta	3.2826117044	0.4063140759	0	0.5933479695	0.7623909977	0	0	0	1.261080554	0.2594781073	0
416	Nonlabens_dokdonensis_DSW-6_genomic.fasta	23.1465797689	1.6256274854	0	0	1.3335947457	2.8475553136	4.1045617814	8.4297731103	0.8408037229	2.3403108286	1.624352781
417	Nonlabens_marinus_S1-08_genomic.fasta	2.5186025272	0	0.486094102	0	0.1898398482	0	0.2734460227	0.3373297836	0.4201132335	0	0.8117795372
418	Nonlabens_sp_Hel1_33_55_genomic.fasta	7.4332456454	0	0.48566731	0.5933477978	1.7157568009	0.3560974935	1.3675201908	0.3373298996	0.8406904203	0.5196345376	1.2172011949
419	Nonlabens_sp_MIC269_genomic.fasta	32.4345690835	0	0.4860943441	1.1866702909	2.6676330499	1.0682929687	3.8271133248	10.7928948991	4.6239669049	4.9399007175	2.8420025836
420	Novosphingobium_pentaromativorans_US6-1_genomic.fasta	6.7238652891	0	0.972188584	1.1858151756	1.7157567486	1.0682927357	0	0.3370256299	0	1.0386942635	0.4060921518
421	Novosphingobium_sp_PP1Y_genomic.fasta	29.9014907303	0	2.4299526563	4.1524217779	3.6221598576	3.2034016033	3.2836493532	4.3846614901	2.5221257207	4.6787483633	1.6243699079
422	Oceanithermus_profundus_DSM_14977_genomic.fasta	2.8434521164	0	0	0	0.5719261983	0	0	0	0.4204014935	1.0401374661	0.8109869585
423	Oceanobacillus_iheyensis_HTE831_genomic.fasta	3.1871864954	1.2188378057	0	1.7778125447	0.190536145	0	0	0	0	0	0
424	Octadecabacter_antarcticus_307_genomic.fasta	20.8608621671	1.2187117089	0.4859535939	1.1866960026	2.6684598569	1.4242405161	3.2819815559	6.0701994182	1.2612055588	2.8573094927	0.4061044631
425	Octadecabacter_arcticus_238_genomic.fasta	5.642935244	0	0	0	0.7620475517	0	1.0945499019	0.6736682335	1.2607816365	1.0401491352	0.8117387852
426	Octadecabacter_temperatus_strain_SB1_genomic.fasta	5.8557811624	0.4064066698	0	1.1866959462	1.1438377837	0.712116752	0.2732034789	0.673807958	0.4201754625	1.0395371113	0
427	Oleispira_antarctica_RB-8_genomic.fasta	11.635535169	1.218414918	0.4854722149	0.5929918954	0.1903617569	3.5586909811	1.0934246766	3.0356913968	0.4203800667	1.0401072626	0
428	Oscillibacter_valericigenes_Sjm18-20_genomic.fasta	19.0535108865	1.2184389066	1.4569016444	2.3726270365	5.5275687527	2.4926841293	0.5465160001	1.0107929029	1.6816074628	2.3403109589	0.4060630923
429	Owenweeksia_hongkongensis_DSM_17368_genomic.fasta	19.9633995308	0	0	1.7780264686	0.1899677455	3.9163652127	2.1882445205	5.0594571379	1.6807853786	3.1200905087	2.0304625583
430	Paenibacillus_durus_DSM_1735_genomic.fasta	1.2192223043	1.2192223043	0	0	0	0	0	0	0	0	0
431	Paenibacillus_sp_LPB0068_genomic.fasta	6.2982397981	0.4064135028	0.4860940784	0	1.1430323666	0.3558583632	0.2736374181	1.3481033519	0.840803442	1.0394437295	0.4048535456
432	Palaeococcus_pacificus_DY20341_genomic.fasta	162.7956997286	46.3286493121	13.6095539836	25.511984967	20.9689378828	6.4096412174	9.0300338125	8.4313953482	11.3508116454	15.0633708926	6.091320667
433	Paraglaciecola_psychrophila_170_genomic.fasta	9.942075759	0.7617897361	0	0.277430818	0.8932320125	1.0009998722	2.1797372292	2.2130810175	0.3940113327	1.461190995	0.7606027458
434	Paraoerskovia_marina_strain_DSM_22126_genomic.fasta	18.337860703	0.8128136985	3.3982063273	1.7800440852	2.6687644629	0.7116092568	1.0922762529	1.3483269188	3.7798492372	2.3403106988	0.4056597646
435	Parvularcula_bermudensis_HTCC2503_genomic.fasta	10.9376399587	1.2187619288	1.9410137792	1.1858529672	1.7149268047	0	0.5471366795	0.3373300343	0.8408037637	2.3403107649	0.8115032364
436	Pelagibacterium_halotolerans_B2_genomic.fasta	7.8878479208	0	0.9718819577	0.5933599535	0.9516889312	4.6280051498	0	0.3372010044	0	0	0.4057109242
437	Pelobacter_acetylenicus_strain_DSM_3247_genomic.fasta	542.1674786013	0.769664308	20.7308151711	14.0500430681	44.6219117204	103.5894107224	161.0539827929	73.2123868675	42.624258114	17.251557756	64.2634480809
438	Pelobacter_carbinolicus_DSM_2380_genomic.fasta	29.8674909858	0.0424480359	1.1415188219	0.7742269689	2.4586894766	5.70759711	8.8719070982	4.0332336396	2.3468695494	0.9500738428	3.5409264425
439	Persephonella_marina_EX-H1_genomic.fasta	9.4628625375	0.4064558533	0.9680191253	1.7799600497	1.33311794	0.35437535	0.5462868082	0.6746599112	2.1009124648	1.299075035	0
440	Phaeobacter_gallaeciensis_210_Roseobacter_gallaeciensis_genomic.fasta	6.5903628501	0	0.4860455106	2.3733920319	1.1435079606	0	0	0.6746598528	0.8408094462	0.2600394288	0.8119086192
441	Phaeobacter_gallaeciensis_DSM_26640_genomic.fasta	21.2361843954	2.8427959304	1.9443770214	3.5594525827	2.8595942518	2.8480574236	1.093549649	2.0214825217	2.1012522477	1.5599794368	0.4056433303
442	Phaeobacter_gallaeciensis_strain_JL2886_genomic.fasta	9.0519761797	0.3497655923	0.8372211715	1.023535561	1.6434732427	0.3070093847	0.7071139215	0.8716496386	1.8130016648	0.4485639849	1.0506420177
443	Photobacterium_gaetbulicola_Gung47_genomic.fasta	8.4408190051	2.0319358231	0.9721889514	0.5932818381	1.5242042612	0	0.2733096717	0.674287332	0	1.559993089	0.8116180386
444	Photobacterium_profundum_SS9_genomic.fasta	8.652303405	0.8120233986	0.972188945	1.779924698	0.19019562	1.0679317369	1.641050424	0.3366655313	0	1.0401381729	0.8121848783
445	Phycisphaera_mikurensis_NBRC_102666_genomic.fasta	3.9468644055	0.8128101683	0	0	1.3336151456	0.3560974806	0	0	0	1.0391809973	0.4051606137
446	Piscirickettsia_salmonis_strain_AY3800B_genomic.fasta	0.8111564519	0	0	0	0	0	0	0	0	0	0.8111564519
447	Piscirickettsia_salmonis_strain_AY6297B_genomic.fasta	22.391122139	1.6253455359	3.4023303297	1.186045784	2.2876730097	1.7802841316	2.7363738404	4.0479221767	0.8403989812	2.8603793314	1.6243690184
448	Piscirickettsia_salmonis_strain_AY6492A_genomic.fasta	0.8551631107	0.406036423	0	0	0.1890924647	0	0	0	0	0.260034223	0
449	Piscirickettsia_salmonis_strain_AY6532B_genomic.fasta	2.4238846473	0	0	0	0.1902891702	0	0.2736367146	0.3355893419	0	0	1.6243694206
450	Piscirickettsia_salmonis_strain_CGR02_genomic.fasta	0.5961502961	0	0	0	0	0	0	0.3366183385	0	0.2595319576	0
451	Piscirickettsia_salmonis_strain_PM21567A_genomic.fasta	1.9088979129	0	0.4859168135	0	0	0	0	0.3373291332	0.4196972321	0.2600337404	0.4059209937
452	Piscirickettsia_salmonis_strain_PM22180B_genomic.fasta	3.4469649935	0	0	0	0.5719182307	1.7805149628	0	0.6741303958	0.4204014042	0	0
453	Piscirickettsia_salmonis_strain_PM23019A_genomic.fasta	3.7869113114	0.8128130101	0.9716558854	0	0.9531975092	0.3560969712	0.2731313101	0	0.4200166254	0	0
454	Piscirickettsia_salmonis_strain_PM25344B_genomic.fasta	2.5518225017	0.8125041118	0	0	0.38075412	0	0	0	0.8393675178	0.5191967521	0
455	Piscirickettsia_salmonis_strain_PM31429B_genomic.fasta	7.2839401566	0.8128133561	0.4859289675	1.7796903039	0.5711527123	0.3559841389	0	0.6730885903	1.681607068	0.5190528729	0.4046221467
456	Piscirickettsia_salmonis_strain_PM37984A_genomic.fasta	3.9324225116	0	0	0	0.9528217984	0.3555790395	1.0931842684	1.010850542	0	0.5199868633	0
457	Piscirickettsia_salmonis_strain_PM49811B_genomic.fasta	8.6714608965	1.2185811017	0.9710264065	1.1866999088	0.9531979469	1.0679536866	0.8189730673	0.674319287	1.260641168	0.5200683237	0
458	Piscirickettsia_salmonis_strain_PM51819A_genomic.fasta	0.4492486268	0	0	0	0.1899930607	0	0	0	0	0.2592555661	0
459	Piscirickettsia_salmonis_strain_PM58386B_genomic.fasta	3.4035782212	0	0.4857063392	1.7798642014	0.1902710284	0	0.2733833961	0.6743532561	0	0	0
460	Piscirickettsia_salmonis_strain_PSCGR01_genomic.fasta	5.4620486597	0	0.9719188651	0.5918873729	0.7617888986	0	1.367962129	1.3489985658	0.4194928283	0	0
461	Planktomarina_temperata_RCA23_genomic.fasta	3.6135676798	1.1085236167	0.4971200895	0.8094855332	0.2600882023	0.2420323084	0.0933286255	0.4599611997	0.1430281045	0	0
462	Planococcus_antarcticus_DSM_14505_genomic.fasta	4.8756188225	0	1.4579409654	0	0.381115738	0	0.2732729565	1.01189434	0.4204015763	0.5190465834	0.8119466629
463	Planococcus_donghaensis_strain_DSM_22276_genomic.fasta	23.2424533009	0	1.4578629074	0	0.3812791248	0.3550898193	3.2818076047	3.3733010136	3.3614959275	4.9406519143	6.0909649893
464	Planococcus_kocurii_strain_ATCC_43650_genomic.fasta	3.7193523028	0	0	0	0.3807902845	0	0.8199751548	1.0118017661	0.840803826	0.260034198	0.4059470734
465	Planococcus_maritimus_strain_DSM_17275_genomic.fasta	4.4901844908	0.4061371063	0.4858300689	0	0	1.0666943485	0.2736374448	1.0119232121	0.8404844681	0	0.4054778421
466	Planococcus_plakortidis_strain_DSM_23997_genomic.fasta	0.8114409599	0.8114409599	0	0	0	0	0	0	0	0	0
467	Polaribacter_sp_Hel1_33_78_genomic.fasta	5.1036697271	0.8119695507	0	0	1.5251170721	1.424390723	0.2729094613	0	0	0.2589856515	0.8102972685
468	Polaribacter_sp_LPB0003_genomic.fasta	8.7028791266	0.4056059948	1.4581020472	0.593122123	1.3344477944	1.0665137958	0.2731262707	0	0.4198655139	2.3403107908	0.811784796
469	Polaribacter_sp_MED152_genomic.fasta	3.5068278476	0	0	0	0	0	0	0	0	0.2594342346	3.247393613
470	Prochlorococcus_marinus_AS9601_genomic.fasta	0.8197422939	0	0	0	0.1906392468	0.3560971491	0.273005898	0	0	0	0
471	Prochlorococcus_marinus_bv_HNLC1_genomic.fasta	14.1426450811	2.4351987707	0.485830674	0	1.9045267558	1.7790921769	2.1857305863	1.0107376102	1.6781488294	1.0401529539	1.6232267239
472	Prochlorococcus_marinus_bv_HNLC2_genomic.fasta	14.8136974618	0.4064064927	0.4860942516	1.1853257743	1.7152288928	1.7795922382	2.4610008528	0.6746601872	3.3615373319	2.3381030843	0.405748356
473	Prochlorococcus_marinus_str_MIT_9211_genomic.fasta	2.7111714637	0	0	0	1.333705751	0	0	0.3373280899	0	1.0401376228	0
474	Prochlorococcus_marinus_str_MIT_9215_genomic.fasta	3.3050107805	0	0	0	1.1438372984	1.0682928541	1.092880628	0	0	0	0
475	Prochlorococcus_marinus_str_MIT_9301_genomic.fasta	15.3369076911	0.8117505542	1.9414031476	1.1856907935	1.7122469364	1.4232245962	1.3681864692	2.6961537993	1.6816070602	1.2983677248	1.2182766097
476	Prochlorococcus_marinus_str_MIT_9303_genomic.fasta	7.0739388581	1.6253733213	0	0.5923689629	0.7612000107	0	0.5472748107	1.3469468546	1.6807862746	0.5199886233	0
477	Prochlorococcus_marinus_str_MIT_9312_genomic.fasta	3.6566590901	0	0	0	0	1.7763357818	0.2736447647	1.3478710863	0	0.2588074573	0
478	Prochlorococcus_marinus_str_MIT_9313_genomic.fasta	13.1951080811	2.4343030785	3.8885599164	4.153435642	0.3812791544	0	0	0	0	2.3375302898	0
479	Prochlorococcus_marinus_str_MIT_9515_genomic.fasta	14.3784395637	2.8423596845	2.4252316514	3.5520482908	2.2829230767	0.711252411	0.5471861198	0.6746599678	0.4177693984	0.5193057998	0.4057031635
480	Prochlorococcus_marinus_str_NATL1A_genomic.fasta	3.4210363741	1.2173518768	0.9707325235	0.5920775747	0.3808402494	0	0	0	0	0.2600341497	0
481	Prochlorococcus_marinus_str_NATL2A_genomic.fasta	1.1197894622	0	0	0	0.1906386673	0	0	0.6707233165	0	0.2584274784	0
482	Prochlorococcus_marinus_subsp_marinus_str_CCMP1375_genomic.fasta	6.2748022505	0	0	0.5933569035	0.1898804224	0.7100876544	0.546234012	1.0112153578	1.258668788	1.5592671041	0.4060920083
483	Prochlorococcus_marinus_subsp_pastoris_str_CCMP1986_genomic.fasta	4.7998354635	2.0294657812	0	1.7737822461	0.3812789092	0.3552172479	0	0	0	0.2600912791	0
484	Prochlorococcus_sp_MIT_0604_genomic.fasta	5.8370410693	0	1.9443772183	2.9649360528	0.3812788543	0	0.5464489439	0	0	0	0
485	Prochlorococcus_sp_MIT_0801_genomic.fasta	4.3687075084	1.21388666	0.4860942648	0	0.3812790146	0.7112752202	0.8204461529	0.3373298003	0.4183963956	0	0
486	Prosthecochloris_sp_CIB_2401_genomic.fasta	2.4459953747	0	0	0	0.7622693085	1.4243906911	0	0	0	0.2593353751	0
487	Pseudanabaena_sp_PCC_7367_genomic.fasta	4.5118312064	0	0.9721887287	0	0.9528362576	0.355790114	0.5472913602	0.3372760113	0.420287571	0.5200689525	0.4060922111
488	Pseudoalteromonas_atlantica_T6c_genomic.fasta	1.981073282	1.2186561959	0	0	0.7624170861	0	0	0	0	0	0
489	Pseudoalteromonas_haloplanktis_TAC125_genomic.fasta	10.5490345748	2.0308643049	0.971799662	1.7791192988	0.3794899738	0.3559859262	0.8203820872	0.6741672603	0.840803756	0.2598672873	2.4365550183
490	Pseudoalteromonas_issachenkonii_strain_KCTC_12958_genomic.fasta	0.596370072	0	0	0	0	0	0	0.3364337093	0	0.2599363627	0
491	Pseudoalteromonas_luteoviolacea_strain_S4054_genomic.fasta	6.3338463065	0.8124442536	0.9716327059	2.9663884214	0.7624685975	0	0.8209123281	0	0	0	0
492	Pseudoalteromonas_phenolica_strain_KCTC_12086_genomic.fasta	3.6675586374	0	0	0.5926024965	1.3340805103	0	0.5471976347	0.6739026583	0	0.5197753376	0
